word sentid sentpos wlen surp entropy entred
where 0 0 5 9.771787643432617 7.494076728820801 0
did 0 1 3 8.164347648620605 7.194744110107422 0.2993326187133789
<unk> 0 2 5 5.456354141235352 5.840871334075928 1.3538727760314941
ask 0 3 3 12.433151245117188 7.408730506896973 0
who 0 4 3 7.49673318862915 6.1586480140686035 1.2500824928283691
<unk> 0 5 5 5.675519943237305 6.791338920593262 0
took 0 6 4 11.677993774414062 6.539213180541992 0.25212574005126953
? 0 7 1 5.840733528137207 6.238754749298096 0.3004584312438965
what 1 0 4 4.646332263946533 7.494076728820801 0
did 1 1 3 8.411282539367676 4.656248092651367 2.8378286361694336
she 1 2 3 8.76245403289795 6.182130336761475 0
say 1 3 3 5.951608657836914 8.222830772399902 0
that 1 4 4 3.2115421295166016 6.35064172744751 1.8721890449523926
<unk> 1 5 5 4.91780948638916 7.503827095031738 0
asked 1 6 5 11.96591567993164 7.500487327575684 0.0033397674560546875
who 1 7 3 7.763370037078857 6.174352645874023 1.3261346817016602
will 1 8 4 12.577436447143555 6.765421390533447 0
read 1 9 4 6.9279866218566895 5.961696147918701 0.8037252426147461
? 1 10 1 4.711101055145264 6.219508171081543 0
where 2 0 5 9.771787643432617 7.494076728820801 0
did 2 1 3 8.164347648620605 7.194744110107422 0.2993326187133789
<unk> 2 2 5 5.456354141235352 5.840871334075928 1.3538727760314941
ask 2 3 3 12.433151245117188 7.408730506896973 0
how 2 4 3 9.373564720153809 6.1586480140686035 1.2500824928283691
<unk> 2 5 5 5.097082614898682 5.57866907119751 0.5799789428710938
went 2 6 4 8.778995513916016 8.176745414733887 0
? 2 7 1 3.6485249996185303 7.143959999084473 1.032785415649414
what 3 0 4 4.646332263946533 7.494076728820801 0
did 3 1 3 8.411282539367676 4.656248092651367 2.8378286361694336
will 3 2 4 15.161905288696289 6.182130336761475 0
ask 3 3 3 10.619002342224121 6.732154369354248 0
why 3 4 3 7.844328880310059 5.946296691894531 0.7858576774597168
<unk> 3 5 5 4.906148910522461 6.472826957702637 0
wears 3 6 5 19.869848251342773 7.294447898864746 0
? 3 7 1 3.1781225204467773 7.508272171020508 0
what 4 0 4 4.646332263946533 7.494076728820801 0
did 4 1 3 8.411282539367676 4.656248092651367 2.8378286361694336
she 4 2 3 8.76245403289795 6.182130336761475 0
say 4 3 3 5.951608657836914 8.222830772399902 0
that 4 4 4 3.2115421295166016 6.35064172744751 1.8721890449523926
will 4 5 4 12.180777549743652 7.503827095031738 0
thinks 4 6 6 16.51166343688965 6.977680206298828 0.5261468887329102
he 4 7 2 7.1207475662231445 5.65455436706543 1.3231258392333984
knows 4 8 5 6.669351577758789 7.577726364135742 0
where 4 9 5 10.66501522064209 5.358231544494629 2.2194948196411133
<unk> 4 10 5 5.209877967834473 6.685844898223877 0
announced 4 11 9 13.536701202392578 7.438776016235352 0
? 4 12 1 6.892889022827148 6.120417594909668 1.3183584213256836
what 5 0 4 4.646332263946533 7.494076728820801 0
did 5 1 3 8.411282539367676 4.656248092651367 2.8378286361694336
they 5 2 4 5.392889022827148 6.182130336761475 0
not 5 3 3 8.83035659790039 8.247363090515137 0
like 5 4 4 7.052525520324707 8.354930877685547 0
that 5 5 4 4.058950901031494 6.103992462158203 2.2509384155273438
<unk> 5 6 5 4.87705659866333 8.097906112670898 0
wonders 5 7 7 18.758705139160156 7.407680511474609 0.6902256011962891
how 5 8 3 7.831412315368652 6.309654712677002 1.0980257987976074
<unk> 5 9 5 5.283320426940918 4.875847339630127 1.433807373046875
was 5 10 3 4.62000036239624 7.776342868804932 0
? 5 11 1 6.653581619262695 4.407966613769531 3.3683762550354004
what 6 0 4 4.646332263946533 7.494076728820801 0
did 6 1 3 8.411282539367676 4.656248092651367 2.8378286361694336
<unk> 6 2 5 6.059170246124268 6.182130336761475 0
ask 6 3 3 11.928720474243164 7.286320686340332 0
when 6 4 4 9.883301734924316 5.946757793426514 1.3395628929138184
<unk> 6 5 5 4.884742736816406 6.179956436157227 0
ate 6 6 3 15.924505233764648 7.192183971405029 0
? 6 7 1 4.48312520980835 6.961090564727783 0.2310934066772461
what 7 0 4 4.646332263946533 7.494076728820801 0
does 7 1 4 9.678781509399414 4.656248092651367 2.8378286361694336
<unk> 7 2 5 6.011345386505127 6.2073283195495605 0
wonder 7 3 6 13.210602760314941 6.793363571166992 0
where 7 4 5 10.127763748168945 6.266317367553711 0.5270462036132812
<unk> 7 5 5 5.294625282287598 5.989753723144531 0.2765636444091797
buys 7 6 4 17.389009475708008 7.027610778808594 0
? 7 7 1 3.442185163497925 7.338163375854492 0
what 8 0 4 4.646332263946533 7.494076728820801 0
does 8 1 4 9.678781509399414 4.656248092651367 2.8378286361694336
will 8 2 4 14.404261589050293 6.2073283195495605 0
wonder 8 3 6 12.366113662719727 6.790394306182861 0
how 8 4 3 6.81899881362915 5.774687767028809 1.0157065391540527
he 8 5 2 9.451333045959473 4.185458183288574 1.5892295837402344
will 8 6 4 7.495059490203857 8.34528923034668 0
read 8 7 4 9.303912162780762 7.896734714508057 0.44855451583862305
? 8 8 1 3.533428192138672 6.383991718292236 1.5127429962158203
how 9 0 3 10.583338737487793 7.494076728820801 0
did 9 1 3 7.878894805908203 5.074971675872803 2.419105052947998
he 9 2 2 6.168644905090332 5.707674503326416 0
hear 9 3 4 11.016717910766602 8.434014320373535 0
that 9 4 4 4.482835292816162 6.237157821655273 2.1968564987182617
<unk> 9 5 5 4.841055393218994 8.263861656188965 0
thinks 9 6 6 15.537920951843262 7.71294641494751 0.5509152412414551
he 9 7 2 5.677917003631592 6.107146739959717 1.605799674987793
knows 9 8 5 7.1206841468811035 7.739509105682373 0
where 9 9 5 10.3397216796875 5.459041118621826 2.280467987060547
<unk> 9 10 5 4.891751289367676 6.736809253692627 0
gets 9 11 4 9.579034805297852 7.417871952056885 0
? 9 12 1 6.434805870056152 5.103588581085205 2.3142833709716797
whom 10 0 4 6.049796104431152 7.494076728820801 0
does 10 1 4 8.61102294921875 7.22952127456665 0.2645554542541504
<unk> 10 2 5 4.972886562347412 6.225211143493652 1.004310131072998
wonder 10 3 6 14.14440631866455 7.643013000488281 0
how 10 4 3 8.456990242004395 6.857470989227295 0.7855420112609863
<unk> 10 5 5 5.628317832946777 4.336692810058594 2.520778179168701
is 10 6 2 5.020723342895508 7.699673652648926 0
waiting 10 7 7 14.059548377990723 2.233808994293213 5.465864658355713
for 10 8 3 1.8833643198013306 5.5636162757873535 0
? 10 9 1 5.278168678283691 7.557992458343506 0
what 11 0 4 4.646332263946533 7.494076728820801 0
did 11 1 3 8.411282539367676 4.656248092651367 2.8378286361694336
<unk> 11 2 5 6.059170246124268 6.182130336761475 0
ask 11 3 3 11.928720474243164 7.286320686340332 0
why 11 4 3 7.767848014831543 5.946757793426514 1.3395628929138184
<unk> 11 5 5 4.944892406463623 6.438614845275879 0
is 11 6 2 7.575286865234375 7.380617618560791 0
? 11 7 1 10.12181568145752 1.6707566976547241 5.709860920906067
what 12 0 4 4.646332263946533 7.494076728820801 0
did 12 1 3 8.411282539367676 4.656248092651367 2.8378286361694336
<unk> 12 2 5 6.059170246124268 6.182130336761475 0
ask 12 3 3 11.928720474243164 7.286320686340332 0
who 12 4 3 7.921420574188232 5.946757793426514 1.3395628929138184
will 12 5 4 11.035788536071777 6.5669331550598145 0
is 12 6 2 10.711870193481445 5.406611442565918 1.1603217124938965
for 12 7 3 10.213061332702637 2.010448455810547 3.396162986755371
? 12 8 1 6.448877334594727 6.980173110961914 0
whom 13 0 4 6.049796104431152 7.494076728820801 0
did 13 1 3 6.501619815826416 7.22952127456665 0.2645554542541504
<unk> 13 2 5 5.043388366699219 5.958473205566406 1.2710480690002441
ask 13 3 3 12.104913711547852 7.820487976074219 0
where 13 4 5 9.3132963180542 6.161643028259277 1.6588449478149414
<unk> 13 5 5 4.925052642822266 6.444855213165283 0
loaned 13 6 6 19.858449935913086 7.332170486450195 0
a 13 7 1 4.6406755447387695 6.963541507720947 0.36862897872924805
trumpet 13 8 7 16.879772186279297 10.430721282958984 0
to 13 9 2 5.575118064880371 8.483129501342773 1.947591781616211
? 13 10 1 8.21983814239502 6.965054988861084 1.5180745124816895
what 14 0 4 4.646332263946533 7.494076728820801 0
did 14 1 3 8.411282539367676 4.656248092651367 2.8378286361694336
he 14 2 2 6.399943828582764 6.182130336761475 0
hear 14 3 4 9.978096008300781 8.1671724319458 0
that 14 4 4 4.48761510848999 5.951956272125244 2.2152161598205566
<unk> 14 5 5 5.179538726806641 7.771873474121094 0
asked 14 6 5 12.060909271240234 7.267302989959717 0.504570484161377
who 14 7 3 7.331126689910889 6.034971237182617 1.2323317527770996
<unk> 14 8 5 5.425015449523926 6.742976188659668 0
heard 14 9 5 12.76379680633545 6.812996864318848 0
about 14 10 5 4.8152055740356445 6.037534713745117 0.7754621505737305
? 14 11 1 7.2154860496521 3.906242609024048 2.1312921047210693
what 15 0 4 4.646332263946533 7.494076728820801 0
did 15 1 3 8.411282539367676 4.656248092651367 2.8378286361694336
<unk> 15 2 5 6.059170246124268 6.182130336761475 0
ask 15 3 3 11.928720474243164 7.286320686340332 0
why 15 4 3 7.767848014831543 5.946757793426514 1.3395628929138184
a 15 5 1 5.583993911743164 6.438614845275879 0
discreet 15 6 8 15.16184139251709 10.310264587402344 0
rumour 15 7 6 11.86118221282959 8.673601150512695 1.6366634368896484
was 15 8 3 2.633166551589966 5.703884124755859 2.969717025756836
? 15 9 1 9.70063304901123 5.325700759887695 0.37818336486816406
what 16 0 4 4.646332263946533 7.494076728820801 0
does 16 1 4 9.678781509399414 4.656248092651367 2.8378286361694336
<unk> 16 2 5 6.011345386505127 6.2073283195495605 0
wonder 16 3 6 13.210602760314941 6.793363571166992 0
when 16 4 4 9.309961318969727 6.266317367553711 0.5270462036132812
