word sentid sentpos wlen surp entropy entred
who 0 0 3 5.43345832824707 2.0428497791290283 0
was 0 1 3 3.7827560901641846 6.167061805725098 0
that 0 2 4 0.9700162410736084 4.990736484527588 1.1763253211975098
quipped 0 3 7 15.164447784423828 8.763541221618652 0
about 0 4 5 4.682295322418213 5.643325328826904 3.120215892791748
<unk> 0 5 5 2.4323058128356934 7.718784809112549 0
analysis 0 6 8 17.155763626098633 5.093212604522705 2.6255722045898438
funny 0 7 5 14.237366676330566 3.9610323905944824 1.1321802139282227
? 0 8 1 0.19416093826293945 1.6114873886108398 2.3495450019836426
whom 1 0 4 2.3681328296661377 2.0428497791290283 0
were 1 1 4 1.1740748882293701 4.743856430053711 0
two 1 2 3 10.289352416992188 7.310038089752197 0
rumours 1 3 7 15.984697341918945 8.82254695892334 0
about 1 4 5 0.1410170942544937 0.885125458240509 7.937421500682831
waiting 1 5 7 7.365689277648926 9.203079223632812 0
? 1 6 1 8.81801986694336 0.18236586451530457 9.020713359117508
who 2 0 3 5.43345832824707 2.0428497791290283 0
does 2 1 4 4.978819847106934 6.167061805725098 0
that 2 2 4 2.5568671226501465 6.378215312957764 0
wears 2 3 5 11.963912963867188 9.265894889831543 0
extravagant 2 4 11 16.353986740112305 8.147080421447754 1.118814468383789
rings 2 5 5 14.24744987487793 9.379859924316406 0
make 2 6 4 10.218626022338867 6.5166916847229 2.863168239593506
the 2 7 3 2.1115546226501465 6.5558085441589355 0
plan 2 8 4 7.464166641235352 9.35453987121582 0
unrealistic 2 9 11 14.076130867004395 0.8756304979324341 8.478909373283386
? 2 10 1 0.24899117648601532 1.5535720586776733 0
whom 3 0 4 2.3681328296661377 2.0428497791290283 0
loaned 3 1 6 19.067873001098633 4.743856430053711 0
that 3 2 4 5.893325328826904 6.238863468170166 0
<unk> 3 3 5 3.9848971366882324 9.038514137268066 0
heard 3 4 5 11.577164649963379 9.195049285888672 0
the 3 5 3 3.2983837127685547 5.642144203186035 3.5529050827026367
